x-axis,1
second,Volt
-9.8800E-03,
-9.8700E-03,-10.2895258E+00
-9.8600E-03,-10.2876414E+00
-9.8500E-03,-10.2890233E+00
-9.8400E-03,-10.2844693E+00
-9.8300E-03,-10.2885522E+00
-9.8200E-03,-10.2864165E+00
-9.8100E-03,-10.2869819E+00
-9.8000E-03,-10.2872959E+00
-9.7900E-03,-10.2835271E+00
-9.7800E-03,-10.2869819E+00
-9.7700E-03,-10.2869819E+00
-9.7600E-03,-10.2830246E+00
-9.7500E-03,-10.2885522E+00
-9.7400E-03,-10.2883010E+00
-9.7300E-03,-10.2869819E+00
-9.7200E-03,-10.2881753E+00
-9.7100E-03,-10.2879869E+00
-9.7000E-03,-10.2872959E+00
-9.6900E-03,-10.2869819E+00
-9.6800E-03,-10.2883010E+00
-9.6700E-03,-10.2885522E+00
-9.6600E-03,-10.2876728E+00
-9.6500E-03,-10.2844693E+00
-9.6400E-03,-10.2827105E+00
-9.6300E-03,-10.2871075E+00
-9.6200E-03,-10.2809517E+00
-9.6100E-03,-10.2842809E+00
-9.6000E-03,-10.2879241E+00
-9.5900E-03,-10.2885522E+00
-9.5800E-03,-10.2850974E+00
-9.5700E-03,-10.2876100E+00
-9.5600E-03,-10.2807005E+00
-9.5500E-03,-10.2882382E+00
-9.5400E-03,-10.2879869E+00
-9.5300E-03,-10.2877356E+00
-9.5200E-03,-10.2870447E+00
-9.5100E-03,-10.2869819E+00
-9.5000E-03,-10.2885522E+00
-9.4900E-03,-10.2883010E+00
-9.4800E-03,-10.2875158E+00
-9.4700E-03,-10.2877356E+00
-9.4600E-03,-10.2875472E+00
-9.4500E-03,-10.2885522E+00
-9.4400E-03,-10.2869190E+00
-9.4300E-03,-10.2862281E+00
-9.4200E-03,-10.2835899E+00
-9.4100E-03,-10.2881125E+00
-9.4000E-03,-10.2850974E+00
-9.3900E-03,-10.2866677E+00
-9.3800E-03,-10.2869819E+00
-9.3700E-03,-10.2864794E+00
-9.3600E-03,-10.2854744E+00
-9.3500E-03,-10.2794442E+00
-9.3400E-03,-10.2834643E+00
-9.3300E-03,-10.2874216E+00
-9.3200E-03,-10.2783136E+00
-9.3100E-03,-10.2884894E+00
-9.3000E-03,-10.2872959E+00
-9.2900E-03,-10.2802607E+00
-9.2800E-03,-10.2877984E+00
-9.2700E-03,-10.2832445E+00
-9.2600E-03,-10.2833386E+00
-9.2500E-03,-10.2838411E+00
-9.2400E-03,-10.2790672E+00
-9.2300E-03,-10.2860083E+00
-9.2200E-03,-10.2822080E+00
-9.2100E-03,-10.2812658E+00
-9.2000E-03,-10.2794442E+00
-9.1900E-03,-10.2825221E+00
-9.1800E-03,-10.2818940E+00
-9.1700E-03,-10.2824592E+00
-9.1600E-03,-10.2793186E+00
-9.1500E-03,-10.2838412E+00
-9.1400E-03,-10.2873588E+00
-9.1300E-03,-10.2861339E+00
-9.1200E-03,-10.2837784E+00
-9.1100E-03,-10.2854744E+00
-9.1000E-03,-10.2879241E+00
-9.0900E-03,-10.2835270E+00
-9.0800E-03,-10.2852230E+00
-9.0700E-03,-10.2822708E+00
-9.0600E-03,-10.2883010E+00
-9.0500E-03,-10.2872959E+00
-9.0400E-03,-10.2855371E+00
-9.0300E-03,-10.2877357E+00
-9.0200E-03,-10.2859768E+00
-9.0100E-03,-10.2864793E+00
-9.0000E-03,-10.2885522E+00
-8.9900E-03,-10.2832757E+00
-8.9800E-03,-10.2875158E+00
-8.9700E-03,-10.2822708E+00
-8.9600E-03,-10.2844065E+00
-8.9500E-03,-10.2778739E+00
-8.9400E-03,-10.2855058E+00
-8.9300E-03,-10.2852231E+00
-8.9200E-03,-10.2841552E+00
-8.9100E-03,-10.2791301E+00
-8.9000E-03,-10.2872959E+00
-8.8900E-03,-10.2827104E+00
-8.8800E-03,-10.2793814E+00
-8.8700E-03,-10.2867307E+00
-8.8600E-03,-10.2849717E+00
-8.8500E-03,-10.2844694E+00
-8.8400E-03,-10.2838412E+00
-8.8300E-03,-10.2820196E+00
-8.8200E-03,-10.2803235E+00
-8.8100E-03,-10.2830246E+00
-8.8000E-03,-10.2841552E+00
-8.7900E-03,-10.2775598E+00
-8.7800E-03,-10.2821453E+00
-8.7700E-03,-10.2855370E+00
-8.7600E-03,-10.2778110E+00
-8.7500E-03,-10.2885522E+00
-8.7400E-03,-10.2835899E+00
-8.7300E-03,-10.2870762E+00
-8.7200E-03,-10.2816428E+00
-8.7100E-03,-10.2815797E+00
-8.7000E-03,-10.2882381E+00
-8.6900E-03,-10.2822394E+00
-8.6800E-03,-10.2828676E+00
-8.6700E-03,-10.2803550E+00
-8.6600E-03,-10.2835584E+00
-8.6500E-03,-10.2802295E+00
-8.6400E-03,-10.2867934E+00
-8.6300E-03,-10.2835898E+00
-8.6200E-03,-10.2797269E+00
-8.6100E-03,-10.2834328E+00
-8.6000E-03,-10.2781879E+00
-8.5900E-03,-10.2794756E+00
-8.5800E-03,-10.2852229E+00
-8.5700E-03,-10.2771515E+00
-8.5600E-03,-10.2869505E+00
-8.5500E-03,-10.2872959E+00
-8.5400E-03,-10.2814856E+00
-8.5300E-03,-10.2807632E+00
-8.5200E-03,-10.2796013E+00
-8.5100E-03,-10.2832760E+00
-8.5000E-03,-10.2885521E+00
-8.4900E-03,-10.2859770E+00
-8.4800E-03,-10.2860398E+00
-8.4700E-03,-10.2885522E+00
-8.4600E-03,-10.2817683E+00
-8.4500E-03,-10.2821138E+00
-8.4400E-03,-10.2877670E+00
-8.4300E-03,-10.2877986E+00
-8.4200E-03,-10.2867620E+00
-8.4100E-03,-10.2876728E+00
-8.4000E-03,-10.2860397E+00
-8.3900E-03,-10.2808262E+00
-8.3800E-03,-10.2805748E+00
-8.3700E-03,-10.2854431E+00
-8.3600E-03,-10.2857884E+00
-8.3500E-03,-10.2860394E+00
-8.3400E-03,-10.2852231E+00
-8.3300E-03,-10.2845008E+00
-8.3200E-03,-10.2866049E+00
-8.3100E-03,-10.2869819E+00
-8.3000E-03,-10.2850976E+00
-8.2900E-03,-10.2804490E+00
-8.2800E-03,-10.2775598E+00
-8.2700E-03,-10.2869819E+00
-8.2600E-03,-10.2816426E+00
-8.2500E-03,-10.2877669E+00
-8.2400E-03,-10.2819565E+00
-8.2300E-03,-10.2877356E+00
-8.2200E-03,-10.2815171E+00
-8.2100E-03,-10.2840298E+00
-8.2000E-03,-10.2882381E+00
-8.1900E-03,-10.2885522E+00
-8.1800E-03,-10.2869192E+00
