x-axis,1,2
second,Volt,Volt
-1.220000E-03,,
-1.215000E-03,-10.559045E-03,-133.637E-06
-1.210000E-03,-10.471104E-03,-122.644E-06
-1.205000E-03,-11.199754E-03,-62.343E-06
-1.200000E-03,-11.212317E-03,-58.888E-06
-1.195000E-03,-11.036419E-03,-114.478E-06
-1.190000E-03,-10.810300E-03,-138.348E-06
-1.185000E-03,-14.566601E-03,-67.996E-06
-1.180000E-03,-10.207286E-03,-163.160E-06
-1.175000E-03,-11.023871E-03,-134.265E-06
-1.170000E-03,-10.797742E-03,-100.973E-06
-1.165000E-03,-13.234900E-03,-132.695E-06
-1.160000E-03,-10.483666E-03,-129.240E-06
-1.155000E-03,-12.933437E-03,-114.793E-06
-1.150000E-03,-10.646966E-03,-153.109E-06
-1.145000E-03,-10.722365E-03,-122.645E-06
-1.140000E-03,-10.847984E-03,-169.441E-06
-1.135000E-03,-10.182180E-03,-137.092E-06
-1.130000E-03,-10.320338E-03,-179.491E-06
-1.125000E-03,-11.777634E-03,-121.703E-06
-1.120000E-03,-10.835427E-03,-170.069E-06
-1.115000E-03,-10.508782E-03,-98.461E-06
-1.110000E-03,-12.003815E-03,-114.479E-06
-1.105000E-03,-11.111844E-03,-145.258E-06
-1.100000E-03,-11.023860E-03,-149.969E-06
-1.095000E-03,-10.282692E-03,-122.645E-06
-1.090000E-03,-10.207286E-03,-140.232E-06
-1.085000E-03,-13.033919E-03,-97.205E-06
-1.080000E-03,-10.910825E-03,-145.258E-06
-1.075000E-03,-11.840413E-03,-126.414E-06
-1.070000E-03,-11.162037E-03,-111.966E-06
-1.065000E-03,-10.232418E-03,-187.970E-06
-1.060000E-03,-10.307764E-03,-44.753E-06
-1.055000E-03,-11.614309E-03,-88.411E-06
-1.050000E-03,-12.280222E-03,-85.584E-06
-1.045000E-03,-12.167058E-03,-102.544E-06
-1.040000E-03,-10.207286E-03,-100.033E-06
-1.035000E-03,-9.528944E-03,-112.908E-06
-1.030000E-03,-10.295175E-03,-77.731E-06
-1.025000E-03,-12.217396E-03,-126.414E-06
-1.020000E-03,-10.408299E-03,-68.623E-06
-1.015000E-03,-10.207286E-03,-93.123E-06
-1.010000E-03,-13.335451E-03,-107.571E-06
-1.005000E-03,-12.518811E-03,-144.001E-06
-1.000000E-03,-11.463635E-03,-208.071E-06
-995.000E-06,-12.770092E-03,-148.400E-06
-990.000E-06,-11.915900E-03,-99.715E-06
-985.000E-06,-10.358031E-03,-137.406E-06
-980.000E-06,-11.664564E-03,-119.187E-06
